字頭,字頭,補充,古韻,擬音,,,,
齤,齤,,元,ʌn,,,,
卷（曲也）,卷,（曲也）,元,ʌn,,,,
𢑆,𢑆,,元,ʌn,,,,
鬈,鬈,,元,ʌn,,,,
䟒,䟒,,元,ʌn,,,,
蜷,蜷,,元,ʌn,,,,
捲（氣勢也）,捲,（氣勢也）,元,ʌn,,,,
惓（惓惓）,惓,（惓惓）,元,ʌn,,,,
詮,詮,,元,ʌn,,,,
銓,銓,,元,ʌn,,,,
痊,痊,,元,ʌn,,,,
佺,佺,,元,ʌn,,,,
駩,駩,,元,ʌn,,,,
筌,筌,,元,ʌn,,,,
絟,絟,,元,ʌn,,,,
恮,恮,,元,ʌn,,,,
荃,荃,,元,ʌn,,,,
鐉,鐉,,元,ʌn,,,,
全,全,,元,ʌn,,,,
泉,泉,,元,ʌn,,,,
牷,牷,,元,ʌn,,,,
輇,輇,,元,ʌn,,,,
綣,綣,,元,ʌn,,,,
虇,虇,,元,ʌn,,,,
䊎,䊎,,元,ʌn,,,,
𡿨,𡿨,,元,ʌn,,,,
畎,畎,,元,ʌn,,,,
甽,甽,,元,ʌn,,,,
汱,汱,,元,ʌn,,,,
犬,犬,,元,ʌn,,,,
券（契也）,券,（契也）,元,ʌn,,,,
勸,勸,,元,ʌn,,,,
韏,韏,,元,ʌn,,,,
縓,縓,,元,ʌn,,,,
軒,軒,,元,ʌn,,,,
翾,翾,,元,ʌn,,,,
儇,儇,,元,ʌn,,,,
蠉,蠉,,元,ʌn,,,,
嬛（輕麗貌）,嬛,（輕麗貌）,元,ʌn,,,,
譞,譞,,元,ʌn,,,,
暄,暄,,元,ʌn,,,,
萱,萱,,元,ʌn,,,,
諼,諼,,元,ʌn,,,,
吅,吅,,元,ʌn,,,,
喧,喧,,元,ʌn,,,,
諠,諠,,元,ʌn,,,,
䚭,䚭,,元,ʌn,,,,
䚙,䚙,,元,ʌn,,,,
𧾎,𧾎,,元,ʌn,,,,
藼,藼,,元,ʌn,,,,
蕿,蕿,,元,ʌn,,,,
萲,萲,,元,ʌn,,,,
宣,宣,,元,ʌn,,,,
愃,愃,,元,ʌn,,,,
瑄,瑄,,元,ʌn,,,,
鋗,鋗,,元,ʌn,,,,
駽,駽,,元,ʌn,,,,
玄,玄,,真,ən,,,,
玹,玹,,真,ən,,,,
玆（亦作“滋”）,玆,（亦作“滋”）,真,ən,,,,
盷,盷,,真,ən,,,,
旋（旋轉）,旋,（旋轉）,元,ʌn,,,,
檈,檈,,元,ʌn,,,,
璿,璿,,元,ʌn,,,,
㳬（漩）,㳬,（漩）,元,ʌn,,,,
琁,琁,,元,ʌn,,,,
璇,璇,,元,ʌn,,,,
𣟳,𣟳,,元,ʌn,,,,
㘣,㘣,,元,ʌn,,,,
䁢,䁢,,元,ʌn,,,,
嫙,嫙,,元,ʌn,,,,
睘（轉折）,睘,（轉折）,元,ʌn,,,,
縣（古“懸”字）,縣,（古“懸”字）,元,ʌn,,,,
懸,懸,,元,ʌn,,,,
癬,癬,,元,ʌn,,,,
㿅（癬）,㿅,（癬）,元,ʌn,,,,
䁔,䁔,,元,ʌn,,,,
咺,咺,,元,ʌn,,,,
烜（烜赫）,烜,（烜赫）,元,ʌn,,,,
𧡩,𧡩,,元,ʌn,,,,
選,選,,元,ʌn,,,,
𦌔,𦌔,,元,ʌn,,,,
絢,絢,,真,ən,,,,
讂,讂,,真,ən,,,,
泫,泫,,真,ən,,,,
鉉,鉉,,真,ən,,,,
贙,贙,,真,ən,,,,
袨,袨,,真,ən,,,,
眩,眩,,真,ən,,,,
炫,炫,,真,ən,,,,
衒,衒,,真,ən,,,,
𧗳,𧗳,,真,ən,,,,
䀏,䀏,,真,ən,,,,
昡,昡,,真,ən,,,,
鏇,鏇,,元,ʌn,,,,
縼,縼,,元,ʌn,,,,
旋（旋風）,旋,（旋風）,元,ʌn,,,,
楥（楦）,楥,（楦）,元,ʌn,,,,
繏,繏,,元,ʌn,,,,
琄,琄,,元,ʌn,,,,
繯,繯,,元,ʌn,,,,
𥌭,𥌭,,元,ʌn,,,,
鞙,鞙,,元,ʌn,,,,
𩰎,𩰎,,元,ʌn,,,,
恩,恩,,真,ən,,,,
𤇯,𤇯,,文,ɔn,,,,
䭓,䭓,,文,ɔn,,,,
根,根,,文,ɔn,,,,
跟,跟,,文,ɔn,,,,
𣥦,𣥦,,文,ɔn,,,,
䫀,䫀,,文,ɔn,,,,
亙（俗作“亘”）,亙,（俗作“亘”）,蒸,ɔɪŋ,,,,
㮓（亙）,㮓,（亙）,蒸,ɔɪŋ,,,,
艮,艮,,文,ɔn,,,,
肯,肯,,蒸,ɔɪŋ,,,,
肎（肯）,肎,（肯）,蒸,ɔɪŋ,,,,
墾,墾,,文,ɔn,,,,
齦（啃）,齦,（啃）,文,ɔn,,,,
豤,豤,,文,ɔn,,,,
頎（哀痛）,頎,（哀痛）,文,ɔn,,,,
痕,痕,,文,ɔn,,,,
鞎,鞎,,文,ɔn,,,,
很,很,,文,ɔn,,,,
䓳,䓳,,文,ɔn,,,,
詪,詪,,文,ɔn,,,,
佷,佷,,文,ɔn,,,,
恨,恨,,文,ɔn,,,,
貞,貞,,耕,əŋ,,,,
楨,楨,,耕,əŋ,,,,
禎,禎,,耕,əŋ,,,,
湞,湞,,耕,əŋ,,,,
𨺟,𨺟,,耕,əŋ,,,,
偵,偵,,耕,əŋ,,,,
臻,臻,,真,ən,,,,
蓁,蓁,,真,ən,,,,
溱,溱,,真,ən,,,,
潧（通“溱”）,潧,（通“溱”）,真,ən,,,,
𣓀,𣓀,,真,ən,,,,
榛,榛,,真,ən,,,,
轃,轃,,真,ən,,,,
真,真,,真,ən,,,,
禛,禛,,真,ən,,,,
珍,珍,,文,ɔn,,,,
趁（趁𧾍）,趁,（趁𧾍）,文,ɔn,,,,
甄,甄,,文,ɔn,,,,
籈,籈,,文,ɔn,,,,
桭,桭,,文,ɔn,,,,
唇（驚）,唇,（驚）,文,ɔn,,,,
薽,薽,,文,ɔn,,,,
䂦,䂦,,文,ɔn,,,,
振（振振，盛也）,振,（振振，盛也）,文,ɔn,,,,
斟,斟,,侵,ɔm,,,,
針,針,,侵,ɔm,,,,
鍼,鍼,,侵,ɔm,,,,
𪈁,𪈁,,侵,ɔm,,,,
箴,箴,,侵,ɔm,,,,
葴,葴,,侵,ɔm,,,,
椹,椹,,侵,ɔm,,,,
砧,砧,,談,ʌm,,,,
縝,縝,,真,ən,,,,
鬒,鬒,,真,ən,,,,
槙（槇）,槙,（槇）,真,ən,,,,
黰,黰,,真,ən,,,,
稹,稹,,真,ən,,,,
軫,軫,,文,ɔn,,,,
胗,胗,,文,ɔn,,,,
疹,疹,,文,ɔn,,,,
畛,畛,,文,ɔn,,,,
㐱,㐱,,文,ɔn,,,,
紾,紾,,文,ɔn,,,,
診,診,,文,ɔn,,,,
袗,袗,,文,ɔn,,,,
裖,裖,,文,ɔn,,,,
眕,眕,,文,ɔn,,,,
䪾,䪾,,文,ɔn,,,,
駗,駗,,文,ɔn,,,,
抮,抮,,文,ɔn,,,,
㱽,㱽,,侵,ɔm,,,,
抌,抌,,侵,ɔm,,,,
枕（枕席）,枕,（枕席）,侵,ɔm,,,,
䪴,䪴,,侵,ɔm,,,,
紖,紖,,真,ən,,,,
絼（紖）,絼,（紖）,真,ən,,,,
鎮,鎮,,真,ən,,,,
瑱（瑱圭）,瑱,（瑱圭）,真,ən,,,,
敶,敶,,真,ən,,,,
陳（陣法）,陳,（陣法）,真,ən,,,,
陣,陣,,真,ən,,,,
𨳌,𨳌,,真,ən,,,,
挋,挋,,真,ən,,,,
震,震,,文,ɔn,,,,
振（舉）,振,（舉）,文,ɔn,,,,
賑,賑,,文,ɔn,,,,
侲,侲,,文,ɔn,,,,
䟴,䟴,,文,ɔn,,,,
眹,眹,,侵,ɔm,,,,
朕,朕,,侵,ɔm,,,,
栚,栚,,侵,ɔm,,,,
𦩎,𦩎,,侵,ɔm,,,,
揕,揕,,侵,ɔm,,,,
鴆,鴆,,侵,ɔm,,,,
枕（動詞）,枕,（動詞）,侵,ɔm,,,,
𤡳,𤡳,,真,ən,,,,
瞋,瞋,,真,ən,,,,
謓,謓,,真,ən,,,,
䐜,䐜,,真,ən,,,,
琛,琛,,侵,ɔm,,,,
棽,棽,,侵,ɔm,,,,
䑣,䑣,,侵,ɔm,,,,
𧡬,𧡬,,侵,ɔm,,,,
綝,綝,,侵,ɔm,,,,
郴,郴,,侵,ɔm,,,,
陳（陳列）,陳,（陳列）,真,ən,,,,
塵（𪋻）,塵,（𪋻）,真,ən,,,,
螴,螴,,真,ən,,,,
茞,茞,,真,ən,,,,
臣,臣,,真,ən,,,,
䢻,䢻,,真,ən,,,,
辰,辰,,文,ɔn,,,,
晨,晨,,文,ɔn,,,,
䢅,䢅,,文,ɔn,,,,
宸,宸,,文,ɔn,,,,
鷐,鷐,,文,ɔn,,,,
麎,麎,,文,ɔn,,,,
屒,屒,,文,ɔn,,,,
䢈,䢈,,文,ɔn,,,,
沈（沈没）,沈,（沈没）,侵,ɔm,,,,
沉,沉,,侵,ɔm,,,,
莐,莐,,侵,ɔm,,,,
䒞,䒞,,侵,ɔm,,,,
霃,霃,,侵,ɔm,,,,
湛（浮湛）,湛,（浮湛）,侵,ɔm,,,,
鈂,鈂,,侵,ɔm,,,,
諶,諶,,侵,ɔm,,,,
訦,訦,,侵,ɔm,,,,
忱,忱,,侵,ɔm,,,,
煁,煁,,侵,ɔm,,,,
辴,辴,,文,ɔn,,,,
踸,踸,,侵,ɔm,,,,
鍖,鍖,,侵,ɔm,,,,
趻,趻,,侵,ɔm,,,,
稱（符合）,稱,（符合）,蒸,ɔɪŋ,,,,
疢,疢,,真,ən,,,,
櫬（棺）,櫬,（棺）,真,ən,,,,
齔,齔,,真,ən,,,,
齓,齓,,真,ən,,,,
闖（馬出門貌）,闖,（馬出門貌）,侵,ɔm,,,,
讖,讖,,談,ʌm,,,,
莘（長貌）,莘,（長貌）,真,ən,,,,
扟,扟,,真,ən,,,,
甡,甡,,真,ən,,,,
兟,兟,,真,ən,,,,
屾,屾,,真,ən,,,,
燊,燊,,真,ən,,,,
㾕,㾕,,真,ən,,,,
峷,峷,,真,ən,,,,
申,申,,真,ən,,,,
伸,伸,,真,ən,,,,
紳,紳,,真,ən,,,,
呻,呻,,真,ən,,,,
眒,眒,,真,ən,,,,
胂,胂,,真,ən,,,,
㑗,㑗,,真,ən,,,,
身,身,,真,ən,,,,
柛,柛,,真,ən,,,,
敒,敒,,真,ən,,,,
娠,娠,,文,ɔn,,,,
駪,駪,,文,ɔn,,,,
詵,詵,,文,ɔn,,,,
侁,侁,,文,ɔn,,,,
姺（古氏族名）,姺,（古氏族名）,文,ɔn,,,,
參（星，人參）,參,（星，人參）,侵,ɔm,,,,
蔘,蔘,,侵,ɔm,,,,
薓（蓡）,薓,（蓡）,侵,ɔm,,,,
襂,襂,,侵,ɔm,,,,
幓,幓,,侵,ɔm,,,,
深,深,,侵,ɔm,,,,
𦸂,𦸂,,侵,ɔm,,,,
𥥍,𥥍,,侵,ɔm,,,,
神,神,,真,ən,,,,
䰠,䰠,,真,ən,,,,
矤（“矧”古體）,矤,（“矧”古體）,真,ən,,,,
矧,矧,,真,ən,,,,
弞,弞,,真,ən,,,,
頣,頣,,真,ən,,,,
哂,哂,,文,ɔn,,,,
瀋,瀋,,侵,ɔm,,,,
沈（國名，姓）,沈,（國名，姓）,侵,ɔm,,,,
邥,邥,,侵,ɔm,,,,
宷,宷,,侵,ɔm,,,,
審,審,,侵,ɔm,,,,
瞫,瞫,,侵,ɔm,,,,
諗,諗,,侵,ɔm,,,,
淰（水中驚走）,淰,（水中驚走）,侵,ɔm,,,,
腎,腎,,真,ən,,,,
慎,慎,,真,ən,,,,
昚（古“慎”字）,昚,（古“慎”字）,真,ən,,,,
眘（古“慎”字）,眘,（古“慎”字）,真,ən,,,,
蜃,蜃,,文,ɔn,,,,
祳,祳,,文,ɔn,,,,
脤,脤,,文,ɔn,,,,
㰮,㰮,,文,ɔn,,,,
滲,滲,,侵,ɔm,,,,
葚,葚,,侵,ɔm,,,,
甚,甚,,侵,ɔm,,,,
仁,仁,,真,ən,,,,
人,人,,真,ən,,,,
儿（人）,儿,（人）,真,ən,,,,
任（抱，姓）,任,（抱，姓）,侵,ɔm,,,,
壬,壬,,侵,ɔm,,,,
銋,銋,,侵,ɔm,,,,
忍,忍,,文,ɔn,,,,
荵,荵,,文,ɔn,,,,
荏,荏,,侵,ɔm,,,,
稔,稔,,侵,ɔm,,,,
栠,栠,,侵,ɔm,,,,
恁,恁,,侵,ɔm,,,,
棯,棯,,侵,ɔm,,,,
𢆉,𢆉,,侵,ɔm,,,,
腍,腍,,侵,ɔm,,,,
刃,刃,,文,ɔn,,,,
肕,肕,,文,ɔn,,,,
韌,韌,,文,ɔn,,,,
仞,仞,,文,ɔn,,,,
軔,軔,,文,ɔn,,,,
牣,牣,,文,ɔn,,,,
杒,杒,,文,ɔn,,,,
訒,訒,,文,ɔn,,,,
㠴,㠴,,文,ɔn,,,,
紉,紉,,文,ɔn,,,,
飪,飪,,侵,ɔm,,,,
妊,妊,,侵,ɔm,,,,
絍,絍,,侵,ɔm,,,,
鵀,鵀,,侵,ɔm,,,,
任（委任，責任）,任,（委任，責任）,侵,ɔm,,,,
衽,衽,,侵,ɔm,,,,
紝,紝,,侵,ɔm,,,,
譖,譖,,侵,ɔm,,,,
嵾,嵾,,侵,ɔm,,,,
參（參差）,參,（參差）,侵,ɔm,,,,
篸,篸,,侵,ɔm,,,,
岑,岑,,侵,ɔm,,,,
涔（積水）,涔,（積水）,侵,ɔm,,,,
㞥,㞥,,侵,ɔm,,,,
梣,梣,,侵,ɔm,,,,
𩻛,𩻛,,侵,ɔm,,,,
森,森,,侵,ɔm,,,,
槮（櫹槮）,槮,（櫹槮）,侵,ɔm,,,,
罧,罧,,侵,ɔm,,,,
奔,奔,,文,ɔn,,,,
賁（虎賁，勇士）,賁,（虎賁，勇士）,文,ɔn,,,,
犇,犇,,文,ɔn,,,,
本,本,,文,ɔn,,,,
苯,苯,,文,ɔn,,,,
畚,畚,,元,ʌn,,,,
笨,笨,,文,ɔn,,,,
坌,坌,,文,ɔn,,,,
濆（噴水）,濆,（噴水）,文,ɔn,,,,
噴（噴射）,噴,（噴射）,文,ɔn,,,,
歕,歕,,文,ɔn,,,,
盆,盆,,文,ɔn,,,,
葐,葐,,文,ɔn,,,,
湓,湓,,文,ɔn,,,,
噴（鼓鼻）,噴,（鼓鼻）,文,ɔn,,,,
門,門,,文,ɔn,,,,
捫,捫,,文,ɔn,,,,
虋（穈）,虋,（穈）,文,ɔn,,,,
亹（地名）,亹,（地名）,文,ɔn,,,,
䫒,䫒,,文,ɔn,,,,
穈（虋）,穈,（虋）,文,ɔn,,,,
汶（汶汶）,汶,（汶汶）,文,ɔn,,,,
悶（悶然）,悶,（悶然）,文,ɔn,,,,
璊,璊,,元,ʌn,,,,
𣯩,𣯩,,元,ʌn,,,,
悗（無心貌）,悗,（無心貌）,元,ʌn,,,,
悶（煩悶）,悶,（煩悶）,文,ɔn,,,,
殙（氣絶）,殙,（氣絶）,文,ɔn,,,,
懣（煩懣）,懣,（煩懣）,元,ʌn,,,,
分（分開）,分,（分開）,文,ɔn,,,,
饙,饙,,文,ɔn,,,,
餴,餴,,文,ɔn,,,,
昐,昐,,文,ɔn,,,,
芬,芬,,文,ɔn,,,,
紛,紛,,文,ɔn,,,,
𢁥,𢁥,,文,ɔn,,,,
帉,帉,,文,ɔn,,,,
衯,衯,,文,ɔn,,,,
棻,棻,,文,ɔn,,,,
㞣,㞣,,文,ɔn,,,,
氛,氛,,文,ɔn,,,,
雰,雰,,文,ɔn,,,,
𩰟,𩰟,,文,ɔn,,,,
梤,梤,,文,ɔn,,,,
汾,汾,,文,ɔn,,,,
墳（大防）,墳,（大防）,文,ɔn,,,,
鼖,鼖,,文,ɔn,,,,
䩿,䩿,,文,ɔn,,,,
濆（水邊）,濆,（水邊）,文,ɔn,,,,
焚,焚,,文,ɔn,,,,
燌,燌,,文,ɔn,,,,
羒,羒,,文,ɔn,,,,
豶,豶,,文,ɔn,,,,
頒（大頭）,頒,（大頭）,文,ɔn,,,,
羵,羵,,文,ɔn,,,,
䴅,䴅,,文,ɔn,,,,
枌,枌,,文,ɔn,,,,
蕡（草香）,蕡,（草香）,文,ɔn,,,,
棼,棼,,文,ɔn,,,,
賁（大也）,賁,（大也）,文,ɔn,,,,
魵,魵,,文,ɔn,,,,
妢,妢,,文,ɔn,,,,
鐼,鐼,,文,ɔn,,,,
鼢,鼢,,文,ɔn,,,,
蚡,蚡,,文,ɔn,,,,
轒,轒,,文,ɔn,,,,
隫,隫,,文,ɔn,,,,
幩,幩,,文,ɔn,,,,
𩿈,𩿈,,文,ɔn,,,,
黂,黂,,文,ɔn,,,,
蒶,蒶,,文,ɔn,,,,
粉,粉,,文,ɔn,,,,
黺,黺,,文,ɔn,,,,
扮（并也，握也）,扮,（并也，握也）,文,ɔn,,,,
憤,憤,,文,ɔn,,,,
墳（土肥沃）,墳,（土肥沃）,文,ɔn,,,,
弅,弅,,文,ɔn,,,,
膹,膹,,文,ɔn,,,,
𢅯,𢅯,,文,ɔn,,,,
坋,坋,,文,ɔn,,,,
糞,糞,,文,ɔn,,,,
僨,僨,,文,ɔn,,,,
奮,奮,,文,ɔn,,,,
瀵,瀵,,文,ɔn,,,,
忿,忿,,文,ɔn,,,,
分（本份）,分,（本份）,文,ɔn,,,,
𡊅,𡊅,,元,ʌn,,,,
拚（掃除）,拚,（掃除）,元,ʌn,,,,
因,因,,真,ən,,,,
茵,茵,,真,ən,,,,
鞇,鞇,,真,ən,,,,
駰,駰,,真,ən,,,,
氤,氤,,真,ən,,,,
絪,絪,,真,ən,,,,
洇,洇,,真,ən,,,,
姻,姻,,真,ən,,,,
婣,婣,,真,ən,,,,
裀,裀,,真,ən,,,,
捆,捆,,真,ən,,,,
禋,禋,,文,ɔn,,,,
闉,闉,,文,ɔn,,,,
垔,垔,,文,ɔn,,,,
陻,陻,,文,ɔn,,,,
堙,堙,,文,ɔn,,,,
歅,歅,,文,ɔn,,,,
緸,緸,,文,ɔn,,,,
䃌,䃌,,文,ɔn,,,,
殷（盛）,殷,（盛）,文,ɔn,,,,
慇,慇,,文,ɔn,,,,
音,音,,侵,ɔm,,,,
陰,陰,,侵,ɔm,,,,
瘖,瘖,,侵,ɔm,,,,
𩃬（霒）,𩃬,（霒）,侵,ɔm,,,,
喑（緘默）,喑,（緘默）,侵,ɔm,,,,
侌,侌,,侵,ɔm,,,,
蔭（樹蔭）,蔭,（樹蔭）,侵,ɔm,,,,
愔,愔,,侵,ɔm,,,,
寅,寅,,真,ən,,,,
夤,夤,,真,ən,,,,
蔩,蔩,,真,ən,,,,
䖜,䖜,,真,ən,,,,
嚚,嚚,,真,ən,,,,
㙬（垠）,㙬,（垠）,真,ən,,,,
憖（古地名）,憖,（古地名）,真,ən,,,,
銀,銀,,文,ɔn,,,,
㹞,㹞,,文,ɔn,,,,
鄞,鄞,,文,ɔn,,,,
䓄,䓄,,文,ɔn,,,,
珢,珢,,文,ɔn,,,,
垠,垠,,文,ɔn,,,,
泿,泿,,文,ɔn,,,,
沂（古樂器）,沂,（古樂器）,文,ɔn,,,,
䖐,䖐,,文,ɔn,,,,
圻（垠）,圻,（垠）,文,ɔn,,,,
齗,齗,,文,ɔn,,,,
齦（牙齦）,齦,（牙齦）,文,ɔn,,,,
斦,斦,,文,ɔn,,,,
狺,狺,,元,ʌn,,,,
圁,圁,,元,ʌn,,,,
誾,誾,,元,ʌn,,,,
䴦,䴦,,元,ʌn,,,,
淫,淫,,侵,ɔm,,,,
霪,霪,,侵,ɔm,,,,
婬,婬,,侵,ɔm,,,,
蟫,蟫,,侵,ɔm,,,,
鷣,鷣,,侵,ɔm,,,,
冘,冘,,侵,ɔm,,,,
㸒,㸒,,侵,ɔm,,,,
鱏,鱏,,侵,ɔm,,,,
吟,吟,,侵,ɔm,,,,
唫（吟）,唫,（吟）,侵,ɔm,,,,
崟,崟,,侵,ɔm,,,,
乑（衆立也）,乑,（衆立也）,侵,ɔm,,,,
𠪚,𠪚,,談,ʌm,,,,
引,引,,真,ən,,,,
蚓,蚓,,真,ən,,,,
螾,螾,,真,ən,,,,
濥,濥,,真,ən,,,,
廴,廴,,真,ən,,,,
戭,戭,,真,ən,,,,
鈏,鈏,,真,ən,,,,
靷,靷,,真,ən,,,,
隱,隱,,文,ɔn,,,,
㥯,㥯,,文,ɔn,,,,
檃,檃,,文,ɔn,,,,
𠃊,𠃊,,文,ɔn,,,,
𨏈,𨏈,,文,ɔn,,,,
𤔌,𤔌,,文,ɔn,,,,
殷（雷聲）,殷,（雷聲）,文,ɔn,,,,
檼（檃）,檼,（檃）,文,ɔn,,,,
讔,讔,,文,ɔn,,,,
听（笑貌）,听,（笑貌）,文,ɔn,,,,
輑（車前横木）,輑,（車前横木）,文,ɔn,,,,
尹,尹,,文,ɔn,,,,
㱃,㱃,,侵,ɔm,,,,
飲（喝）,飲,（喝）,侵,ɔm,,,,
僸（仰頭貌）,僸,（仰頭貌）,侵,ɔm,,,,
趛,趛,,侵,ɔm,,,,
印,印,,真,ən,,,,
胤,胤,,真,ən,,,,
酳,酳,,真,ən,,,,
𣍃,𣍃,,真,ən,,,,
䏖,䏖,,真,ən,,,,
𨟴,𨟴,,真,ən,,,,
憖（且也）,憖,（且也）,真,ən,,,,
猌,猌,,真,ən,,,,
𣱐,𣱐,,文,ɔn,,,,
檼（屋棟）,檼,（屋棟）,文,ɔn,,,,
垽,垽,,文,ɔn,,,,
蔭（遮蔭）,蔭,（遮蔭）,侵,ɔm,,,,
窨,窨,,侵,ɔm,,,,
喑（喑噁）,喑,（喑噁）,侵,ɔm,,,,
廕,廕,,侵,ɔm,,,,
飲（給喝）,飲,（給喝）,侵,ɔm,,,,
矜（矝，矜持）,矜,（矝，矜持）,真,ən,,,,
矜（矝，矜持）,矜,（矝，矜持）,真,ən,,,,
津（𣸁）,津,（𣸁）,真,ən,,,,
𦘔,𦘔,,真,ən,,,,
巾,巾,,文,ɔn,,,,
斤,斤,,文,ɔn,,,,
筋,筋,,文,ɔn,,,,
釿,釿,,文,ɔn,,,,
䈽,䈽,,文,ɔn,,,,
金,金,,侵,ɔm,,,,
今,今,,侵,ɔm,,,,
衿,衿,,侵,ɔm,,,,
襟,襟,,侵,ɔm,,,,
䘳,䘳,,侵,ɔm,,,,
𪑙,𪑙,,侵,ɔm,,,,
紟（衿，帶）,紟,（衿，帶）,侵,ɔm,,,,
祲（𥛆）,祲,（𥛆）,侵,ɔm,,,,
兓,兓,,侵,ɔm,,,,
埐（𡎹）,埐,（𡎹）,侵,ɔm,,,,
𧯷,𧯷,,蒸,ɔɪŋ,,,,
緊,緊,,真,ən,,,,
盡（儘）,盡,（儘）,真,ən,,,,
謹,謹,,文,ɔn,,,,
槿,槿,,文,ɔn,,,,
堇（堇堇）,堇,（堇堇）,文,ɔn,,,,
卺（巹）,卺,（巹）,文,ɔn,,,,
蓳,蓳,,文,ɔn,,,,
瑾,瑾,,文,ɔn,,,,
僅,僅,,文,ɔn,,,,
饉,饉,,文,ɔn,,,,
廑（僅）,廑,（僅）,文,ɔn,,,,
㢙（僅）,㢙,（僅）,文,ɔn,,,,
錦,錦,,侵,ɔm,,,,
䤐,䤐,,侵,ɔm,,,,
晉,晉,,真,ən,,,,
㬜,㬜,,真,ən,,,,
搢,搢,,真,ən,,,,
縉,縉,,真,ən,,,,
進,進,,真,ən,,,,
璡,璡,,真,ən,,,,
鄑,鄑,,真,ən,,,,
盡（竭，終）,盡,（竭，終）,真,ən,,,,
賮,賮,,真,ən,,,,
燼,燼,,真,ən,,,,
㶳,㶳,,真,ən,,,,
藎,藎,,真,ən,,,,
濜,濜,,真,ən,,,,
璶,璶,,真,ən,,,,
贐,贐,,真,ən,,,,
近（與“遠”相對）,近,（與“遠”相對）,文,ɔn,,,,
靳,靳,,文,ɔn,,,,
㨷,㨷,,文,ɔn,,,,
近（親近）,近,（親近）,文,ɔn,,,,
覲,覲,,文,ɔn,,,,
殣,殣,,文,ɔn,,,,
厪*（僅）,厪*,（僅）,文,ɔn,,,,
墐,墐,,文,ɔn,,,,
唫（閉口不言）,唫,（閉口不言）,侵,ɔm,,,,
𦎷,𦎷,,侵,ɔm,,,,
禁,禁,,侵,ɔm,,,,
僸（音樂名）,僸,（音樂名）,侵,ɔm,,,,
𤘡,𤘡,,侵,ɔm,,,,
噤,噤,,侵,ɔm,,,,
紟（單被）,紟,（單被）,侵,ɔm,,,,
妗,妗,,侵,ɔm,,,,
浸（浸泡）,浸,（浸泡）,侵,ɔm,,,,
寖（滲透）,寖,（滲透）,侵,ɔm,,,,
親,親,,真,ən,,,,
寴,寴,,真,ən,,,,
欽,欽,,侵,ɔm,,,,
衾,衾,,侵,ɔm,,,,
嶔,嶔,,侵,ɔm,,,,
顉,顉,,侵,ɔm,,,,
侵,侵,,侵,ɔm,,,,
駸,駸,,侵,ɔm,,,,
浸（浸淫）,浸,（浸淫）,侵,ɔm,,,,
綅（線也）,綅,（線也）,侵,ɔm,,,,
寖（漸）,寖,（漸）,侵,ɔm,,,,
秦,秦,,真,ən,,,,
螓,螓,,真,ən,,,,
矜（矝，𥎊，矛柄）,矜,（矝，𥎊，矛柄）,真,ən,,,,
勤,勤,,文,ɔn,,,,
芹,芹,,文,ɔn,,,,
懃,懃,,文,ɔn,,,,
慬,慬,,文,ɔn,,,,
瘽,瘽,,文,ɔn,,,,
菦,菦,,文,ɔn,,,,
堇（黏土）,堇,（黏土）,文,ɔn,,,,
琴,琴,,侵,ɔm,,,,
捦,捦,,侵,ɔm,,,,
擒,擒,,侵,ɔm,,,,
禽,禽,,侵,ɔm,,,,
芩,芩,,侵,ɔm,,,,
檎,檎,,侵,ɔm,,,,
㕋,㕋,,侵,ɔm,,,,
庈,庈,,侵,ɔm,,,,
耹,耹,,侵,ɔm,,,,
靲,靲,,侵,ɔm,,,,
肣（斂）,肣,（斂）,侵,ɔm,,,,
鈙,鈙,,侵,ɔm,,,,
菳,菳,,侵,ɔm,,,,
䰼,䰼,,侵,ɔm,,,,
嶜,嶜,,侵,ɔm,,,,
䤁,䤁,,侵,ɔm,,,,
𧼒,𧼒,,真,ən,,,,
螼,螼,,文,ɔn,,,,
赾,赾,,文,ɔn,,,,
坅,坅,,侵,ɔm,,,,
寑,寑,,侵,ɔm,,,,
寢,寢,,侵,ɔm,,,,
梫,梫,,侵,ɔm,,,,
𦯈,𦯈,,侵,ɔm,,,,
鋟,鋟,,侵,ɔm,,,,
菣,菣,,真,ən,,,,
瀙,瀙,,真,ən,,,,
櫬（木名）,櫬,（木名）,真,ən,,,,
沁,沁,,侵,ɔm,,,,
馨,馨,,耕,əŋ,,,,
新,新,,真,ən,,,,
辛,辛,,真,ən,,,,
薪,薪,,真,ən,,,,
㛙,㛙,,真,ən,,,,
欣,欣,,文,ɔn,,,,
忻,忻,,文,ɔn,,,,
昕,昕,,文,ɔn,,,,
訢,訢,,文,ɔn,,,,
炘,炘,,文,ɔn,,,,
歆,歆,,侵,ɔm,,,,
廞,廞,,侵,ɔm,,,,
心,心,,侵,ɔm,,,,
信,信,,真,ən,,,,
囟,囟,,真,ən,,,,
憖（笑貌）,憖,（笑貌）,真,ən,,,,
衅,衅,,文,ɔn,,,,
釁,釁,,文,ɔn,,,,
舋,舋,,文,ɔn,,,,
焮,焮,,文,ɔn,,,,
脪,脪,,文,ɔn,,,,
㷠（粦）,㷠,（粦）,真,ən,,,,
燐,燐,,真,ən,,,,
鄰,鄰,,真,ən,,,,
轔,轔,,真,ən,,,,
