字,韻部,韻母
東,東,ɒŋ
蝀,東,ɒŋ
同,東,ɒŋ
童,東,ɒŋ
僮,東,ɒŋ
銅,東,ɒŋ
桐,東,ɒŋ
筒,東,ɒŋ
瞳,東,ɒŋ
罿,東,ɒŋ
潼,東,ɒŋ
曈,東,ɒŋ
侗,東,ɒŋ
中,冬,ɔŋ
衷,冬,ɔŋ
忠,冬,ɔŋ
蟲,冬,ɔŋ
沖,冬,ɔŋ
种,冬,ɔŋ
終,冬,ɔŋ
潀,冬,ɔŋ
螽,冬,ɔŋ
忡,冬,ɔŋ
盅,冬,ɔŋ
崇,冬,ɔŋ
嵩,冬,ɔŋ
崧,東,ɒŋ
娀,冬,ɔŋ
菘,東,ɒŋ
戎,冬,ɔŋ
絨,冬,ɔŋ
弓,蒸,ɔɪŋ
躬,冬,ɔŋ
宮,東,ɒŋ
融,冬,ɔŋ
肜,冬,ɔŋ
雄,蒸,ɔɪŋ
熊,蒸,ɔɪŋ
瞢,蒸,ɔɪŋ
夢,蒸,ɔɪŋ
穹,蒸,ɔɪŋ
芎,蒸,ɔɪŋ
窮,冬,ɔŋ
藭,冬,ɔŋ
馮,蒸,ɔɪŋ
芃,侵,ɔm
風,侵,ɔm
楓,侵,ɔm
豐,冬,ɔŋ
酆,冬,ɔŋ
灃,冬,ɔŋ
充,冬,ɔŋ
隆,冬,ɔŋ
癃,冬,ɔŋ
窿,冬,ɔŋ
空,東,ɒŋ
箜,東,ɒŋ
倥,東,ɒŋ
公,東,ɒŋ
功,東,ɒŋ
工,東,ɒŋ
蚣,東,ɒŋ
攻,東,ɒŋ
蒙,東,ɒŋ
濛,東,ɒŋ
朦,東,ɒŋ
矇,東,ɒŋ
饛,東,ɒŋ
幪,東,ɒŋ
朦,東,ɒŋ
籠,東,ɒŋ
朧,東,ɒŋ
聾,東,ɒŋ
礱,東,ɒŋ
櫳,東,ɒŋ
瓏,東,ɒŋ
洪,東,ɒŋ
訌,東,ɒŋ
紅,東,ɒŋ
虹,東,ɒŋ
鴻,東,ɒŋ
叢,東,ɒŋ
䕺,東,ɒŋ
翁,東,ɒŋ
蓊,東,ɒŋ
怱,東,ɒŋ
葱,東,ɒŋ
聦,東,ɒŋ
𤧚,東,ɒŋ
騘,東,ɒŋ
囪,東,ɒŋ
通,東,ɒŋ
恫,東,ɒŋ
鬷,東,ɒŋ
豵,東,ɒŋ
椶,東,ɒŋ
騣,東,ɒŋ
蓬,東,ɒŋ
篷,東,ɒŋ
芃,侵,ɔm
烘,東,ɒŋ
叿,東,ɒŋ
冬,冬,ɔŋ
彤,冬,ɔŋ
琮,冬,ɔŋ
淙,冬,ɔŋ
農,冬,ɔŋ
儂,冬,ɔŋ
膿,冬,ɔŋ
宗,冬,ɔŋ
鬆,東,ɒŋ
鍾,東,ɒŋ
鐘,東,ɒŋ
龍,東,ɒŋ
舂,東,ɒŋ
松,東,ɒŋ
𧘂,東,ɒŋ
憧,東,ɒŋ
容,東,ɒŋ
溶,東,ɒŋ
庸,東,ɒŋ
墉,東,ɒŋ
鎔,東,ɒŋ
鄘,東,ɒŋ
傭,東,ɒŋ
鱅,東,ɒŋ
蓉,東,ɒŋ
封,東,ɒŋ
葑,東,ɒŋ
胷,東,ɒŋ
凶,東,ɒŋ
洶,東,ɒŋ
兇,東,ɒŋ
訩,東,ɒŋ
匈,東,ɒŋ
顒,東,ɒŋ
邕,東,ɒŋ
雍,東,ɒŋ
饔,東,ɒŋ
壅,東,ɒŋ
醲,冬,ɔŋ
濃,冬,ɔŋ
襛,冬,ɔŋ
穠,冬,ɔŋ
重,東,ɒŋ
從,東,ɒŋ
逢,東,ɒŋ
縫,東,ɒŋ
峯,東,ɒŋ
鋒,東,ɒŋ
丰,東,ɒŋ
蜂,東,ɒŋ
烽,東,ɒŋ
縱,東,ɒŋ
蹤,東,ɒŋ
茸,東,ɒŋ
蛩,東,ɒŋ
邛,東,ɒŋ
鱅,東,ɒŋ
恭,東,ɒŋ
龔,東,ɒŋ
供,東,ɒŋ
共,東,ɒŋ
淞,東,ɒŋ
樅,東,ɒŋ
從,東,ɒŋ
江,東,ɒŋ
扛,東,ɒŋ
杠,東,ɒŋ
釭,東,ɒŋ
肛,東,ɒŋ
玒,東,ɒŋ
厖,東,ɒŋ
尨,東,ɒŋ
哤,東,ɒŋ
牎,東,ɒŋ
邦,東,ɒŋ
降,東,ɒŋ
雙,東,ɒŋ
龐,東,ɒŋ
腔,東,ɒŋ
幢,東,ɒŋ
撞,東,ɒŋ
樁,東,ɒŋ
支,支,ə
卮,支,ə
栀,支,ə
枝,支,ə
祇,支,ə
肢,支,ə
氏,支,ə
榰,支,ə
移,歌,ʌl
迆,歌,ʌl
蛇,歌,ʌl
為,歌,ʌl
媯,歌,ʌl
麾,歌,ʌl
逶,微,ɔl
萎,微,ɔl
倭,微,ɔl
委,微,ɔl
糜,歌,ʌl
縻,歌,ʌl
隳,歌,ʌl
觿,歌,ʌl
錘,歌,ʌl
垂,歌,ʌl
陲,歌,ʌl
羸,歌,ʌl
吹,歌,ʌl
炊,歌,ʌl
披,歌,ʌl
陂,歌,ʌl
碑,支,ə
羆,歌,ʌl
隨,歌,ʌl
隋,歌,ʌl
虧,歌,ʌl
窺,支,ə
奇,歌,ʌl
琦,歌,ʌl
騎,歌,ʌl
碕,歌,ʌl
錡,歌,ʌl
祇,支,ə
岐,支,ə
歧,支,ə
疧,支,ə
軝,支,ə
芪,支,ə
跂,支,ə
伎,支,ə
犧,歌,ʌl
羲,歌,ʌl
曦,歌,ʌl
攲,歌,ʌl
宜,歌,ʌl
儀,歌,ʌl
䴊,歌,ʌl
皮,歌,ʌl
疲,歌,ʌl
匙,支,ə
兒,支,ə
離,歌,ʌl
籬,歌,ʌl
醨,歌,ʌl
罹,歌,ʌl
酈,支,ə
驪,支,ə
鸝,支,ə
縭,歌,ʌl
麗,支,ə
离,歌,ʌl
蠡,支,ə
漓,歌,ʌl
疵,支,ə
玼,支,ə
茈,支,ə
貲,支,ə
訾,支,ə
觜,支,ə
羈,歌,ʌl
畸,歌,ʌl
羇,歌,ʌl
奇,歌,ʌl
卑,支,ə
陴,支,ə
脾,支,ə
埤,支,ə
裨,支,ə
蜱,支,ə
紕,脂,əl
施,歌,ʌl
斯,支,ə
廝,支,ə
凘,支,ə
差,歌,ʌl
螭,歌,ʌl
彌,脂,əl
冞,脂,əl
瀰,脂,əl
雌,支,ə
知,支,ə
蜘,支,ə
漪,歌,ʌl
猗,歌,ʌl
椅,歌,ʌl
馳,歌,ʌl
池,歌,ʌl
篪,支,ə
踟,支,ə
危,歌,ʌl
釃,支,ə
規,支,ə
眵,歌,ʌl
脂,脂,əl
祗,脂,əl
姨,脂,əl
彝,脂,əl
夷,脂,əl
痍,脂,əl
桋,脂,əl
師,脂,əl
獅,脂,əl
毗,脂,əl
比,脂,əl
琵,脂,əl
芘,脂,əl
貔,脂,əl
蚍,脂,əl
枇,脂,əl
咨,脂,əl
資,脂,əl
粢,脂,əl
諮,脂,əl
姿,脂,əl
飢,脂,əl
肌,脂,əl
鴟,脂,əl
絺,微,ɔl
郗,微,ɔl
茨,脂,əl
餈,之,ɔɪ
瓷,脂,əl
尼,脂,əl
墀,脂,əl
坻,脂,əl
遲,脂,əl
私,脂,əl
尸,脂,əl
鳲,脂,əl
屍,脂,əl
蓍,脂,əl
鬐,脂,əl
耆,脂,əl
祁,脂,əl
伊,脂,əl
梨,脂,əl
葵,脂,əl
追,微,ɔl
龜,之,ɔɪ
蕤,微,ɔl
緌,微,ɔl
衰,微,ɔl
惟,微,ɔl
維,微,ɔl
遺,微,ɔl
濰,微,ɔl
唯,微,ɔl
纍,微,ɔl
𡤯,微,ɔl
纝,微,ɔl
綏,微,ɔl
雖,微,ɔl
睢,微,ɔl
逵,幽,ɔ
夔,脂,əl
馗,幽,ɔ
騤,脂,əl
眉,脂,əl
湄,脂,əl
楣,脂,əl
麋,脂,əl
郿,脂,əl
悲,微,ɔl
錐,微,ɔl
隹,微,ɔl
騅,微,ɔl
鵻,微,ɔl
誰,微,ɔl
帷,微,ɔl
邳,之,ɔɪ
丕,之,ɔɪ
伾,之,ɔɪ
秠,之,ɔɪ
駓,之,ɔɪ
鎚,微,ɔl
椎,微,ɔl
槌,微,ɔl
推,微,ɔl
胝,脂,əl
氐,脂,əl
紕,脂,əl
巋,微,ɔl
屎,脂,əl
之,之,ɔɪ
芝,之,ɔɪ
飴,之,ɔɪ
怡,之,ɔɪ
圯,之,ɔɪ
貽,之,ɔɪ
頤,之,ɔɪ
詒,之,ɔɪ
時,之,ɔɪ
塒,之,ɔɪ
蒔,之,ɔɪ
疑,之,ɔɪ
嶷,之,ɔɪ
思,之,ɔɪ
司,之,ɔɪ
伺,之,ɔɪ
絲,之,ɔɪ
緦,之,ɔɪ
偲,之,ɔɪ
其,之,ɔɪ
期,之,ɔɪ
旗,之,ɔɪ
綦,之,ɔɪ
萁,之,ɔɪ
琪,之,ɔɪ
麒,之,ɔɪ
騏,之,ɔɪ
淇,之,ɔɪ
棊,之,ɔɪ
祺,之,ɔɪ
詩,之,ɔɪ
而,之,ɔɪ
陾,之,ɔɪ
洏,之,ɔɪ
欺,之,ɔɪ
僛,之,ɔɪ
姬,之,ɔɪ
朞,之,ɔɪ
基,之,ɔɪ
箕,之,ɔɪ
詞,之,ɔɪ
祠,之,ɔɪ
辭,之,ɔɪ
辤,之,ɔɪ
釐,之,ɔɪ
狸,之,ɔɪ
菑,之,ɔɪ
淄,之,ɔɪ
輜,之,ɔɪ
錙,之,ɔɪ
緇,之,ɔɪ
僖,之,ɔɪ
熙,之,ɔɪ
嬉,之,ɔɪ
禧,之,ɔɪ
熹,之,ɔɪ
嘻,之,ɔɪ
醫,之,ɔɪ
噫,之,ɔɪ
癡,之,ɔɪ
笞,之,ɔɪ
治,之,ɔɪ
持,之,ɔɪ
蚩,之,ɔɪ
慈,之,ɔɪ
鶿,之,ɔɪ
茲,之,ɔɪ
茲,之,ɔɪ
孳,之,ɔɪ
孜,之,ɔɪ
滋,之,ɔɪ
鼒,之,ɔɪ
微,微,ɔl
薇,微,ɔl
揮,微,ɔl
煇,微,ɔl
輝,微,ɔl
暉,微,ɔl
徽,微,ɔl
翬,微,ɔl
幃,微,ɔl
韋,微,ɔl
闈,微,ɔl
圍,微,ɔl
違,微,ɔl
霏,微,ɔl
妃,微,ɔl
菲,微,ɔl
騑,微,ɔl
飛,微,ɔl
扉,微,ɔl
緋,微,ɔl
非,微,ɔl
肥,微,ɔl
腓,微,ɔl
淝,微,ɔl
威,微,ɔl
祈,微,ɔl
頎,微,ɔl
旂,微,ɔl
畿,微,ɔl
圻,微,ɔl
機,微,ɔl
譏,微,ɔl
嘰,微,ɔl
磯,微,ɔl
饑,微,ɔl
幾,微,ɔl
璣,微,ɔl
希,微,ɔl
晞,微,ɔl
稀,微,ɔl
豨,微,ɔl
依,微,ɔl
衣,微,ɔl
沂,微,ɔl
巍,微,ɔl
歸,微,ɔl
魚,魚,ʌ
漁,魚,ʌ
初,魚,ʌ
書,魚,ʌ
舒,魚,ʌ
紓,魚,ʌ
居,魚,ʌ
据,魚,ʌ
裾,魚,ʌ
琚,魚,ʌ
車,魚,ʌ
椐,魚,ʌ
渠,魚,ʌ
璩,魚,ʌ
蕖,魚,ʌ
籧,魚,ʌ
蘧,魚,ʌ
余,魚,ʌ
餘,魚,ʌ
輿,魚,ʌ
旟,魚,ʌ
璵,魚,ʌ
畬,魚,ʌ
歟,魚,ʌ
與,魚,ʌ
譽,魚,ʌ
舁,魚,ʌ
妤,魚,ʌ
予,魚,ʌ
胥,魚,ʌ
疽,魚,ʌ
砠,魚,ʌ
趄,魚,ʌ
狙,魚,ʌ
蛆,魚,ʌ
雎,魚,ʌ
鉏,魚,ʌ
鋤,魚,ʌ
攄,魚,ʌ
摴,魚,ʌ
疏,魚,ʌ
梳,魚,ʌ
蔬,魚,ʌ
踈,魚,ʌ
疋,魚,ʌ
虛,魚,ʌ
噓,魚,ʌ
徐,魚,ʌ
於,魚,ʌ
淤,魚,ʌ
豬,魚,ʌ
瀦,魚,ʌ
櫫,魚,ʌ
臚,魚,ʌ
閭,魚,ʌ
廬,魚,ʌ
驢,魚,ʌ
藘,魚,ʌ
諸,魚,ʌ
除,魚,ʌ
躇,魚,ʌ
儲,魚,ʌ
篨,魚,ʌ
滁,魚,ʌ
如,魚,ʌ
茹,魚,ʌ
且,魚,ʌ
苴,魚,ʌ
沮,魚,ʌ
墟,魚,ʌ
袪,魚,ʌ
菹,魚,ʌ
虞,魚,ʌ
愚,侯,ɒ
娛,魚,ʌ
禺,侯,ɒ
齵,侯,ɒ
芻,侯,ɒ
無,魚,ʌ
毋,魚,ʌ
蕪,魚,ʌ
誣,魚,ʌ
巫,魚,ʌ
于,魚,ʌ
盂,魚,ʌ
雩,魚,ʌ
竽,魚,ʌ
訏,魚,ʌ
吁,魚,ʌ
盱,魚,ʌ
衢,魚,ʌ
劬,侯,ɒ
臞,魚,ʌ
癯,魚,ʌ
鴝,侯,ɒ
瞿,魚,ʌ
儒,侯,ɒ
濡,侯,ɒ
襦,侯,ɒ
懦,侯,ɒ
繻,侯,ɒ
醹,侯,ɒ
須,侯,ɒ
鬚,侯,ɒ
繻,侯,ɒ
需,侯,ɒ
株,侯,ɒ
誅,侯,ɒ
邾,侯,ɒ
蛛,侯,ɒ
貙,侯,ɒ
殊,侯,ɒ
洙,侯,ɒ
茱,侯,ɒ
殳,侯,ɒ
逾,侯,ɒ
踰,侯,ɒ
窬,侯,ɒ
臾,侯,ɒ
楰,侯,ɒ
腴,侯,ɒ
諛,侯,ɒ
覦,侯,ɒ
俞,侯,ɒ
愉,侯,ɒ
揄,侯,ɒ
瑜,侯,ɒ
蝓,侯,ɒ
榆,侯,ɒ
萸,侯,ɒ
渝,侯,ɒ
區,侯,ɒ
驅,侯,ɒ
嶇,侯,ɒ
軀,侯,ɒ
朱,侯,ɒ
珠,侯,ɒ
侏,侯,ɒ
咮,侯,ɒ
趨,侯,ɒ
婁,侯,ɒ
扶,魚,ʌ
芙,魚,ʌ
符,侯,ɒ
鳧,侯,ɒ
苻,侯,ɒ
蚨,魚,ʌ
夫,魚,ʌ
枹,幽,ɔ
雛,侯,ɒ
敷,魚,ʌ
麩,魚,ʌ
孚,幽,ɔ
郛,幽,ɔ
俘,幽,ɔ
莩,幽,ɔ
桴,幽,ɔ
諏,侯,ɒ
跗,侯,ɒ
趺,魚,ʌ
膚,魚,ʌ
鈇,魚,ʌ
玞,魚,ʌ
夫,魚,ʌ
紆,魚,ʌ
迂,魚,ʌ
輸,侯,ɒ
樞,侯,ɒ
姝,侯,ɒ
䇬,侯,ɒ
廚,侯,ɒ
躕,侯,ɒ
拘,侯,ɒ
駒,侯,ɒ
捄,幽,ɔ
俱,侯,ɒ
痀,侯,ɒ
模,魚,ʌ
嫫,魚,ʌ
謨,魚,ʌ
酺,魚,ʌ
匍,魚,ʌ
蒲,魚,ʌ
胡,魚,ʌ
壺,魚,ʌ
狐,魚,ʌ
瑚,魚,ʌ
湖,魚,ʌ
鶘,魚,ʌ
糊,魚,ʌ
弧,魚,ʌ
乎,魚,ʌ
瓠,魚,ʌ
葫,魚,ʌ
孤,魚,ʌ
菰,魚,ʌ
姑,魚,ʌ
辜,魚,ʌ
呱,魚,ʌ
酤,魚,ʌ
觚,魚,ʌ
蛄,魚,ʌ
鴣,魚,ʌ
沽,魚,ʌ
罛,魚,ʌ
徒,魚,ʌ
屠,魚,ʌ
瘏,魚,ʌ
塗,魚,ʌ
途,魚,ʌ
駼,魚,ʌ
涂,魚,ʌ
荼,魚,ʌ
圖,魚,ʌ
奴,魚,ʌ
砮,魚,ʌ
駑,魚,ʌ
帑,魚,ʌ
孥,魚,ʌ
呼,魚,ʌ
幠,魚,ʌ
滹,魚,ʌ
吾,魚,ʌ
鼯,魚,ʌ
吳,魚,ʌ
浯,魚,ʌ
梧,魚,ʌ
租,魚,ʌ
盧,魚,ʌ
壚,魚,ʌ
蘆,魚,ʌ
顱,魚,ʌ
櫨,魚,ʌ
鸕,魚,ʌ
艫,魚,ʌ
瀘,魚,ʌ
爐,魚,ʌ
蘇,魚,ʌ
穌,魚,ʌ
徂,魚,ʌ
殂,魚,ʌ
烏,魚,ʌ
嗚,魚,ʌ
污,魚,ʌ
圬,魚,ʌ
鄔,魚,ʌ
惡,魚,ʌ
逋,魚,ʌ
餔,魚,ʌ
枯,魚,ʌ
刳,魚,ʌ
麤,魚,ʌ
稌,魚,ʌ
都,魚,ʌ
闍,魚,ʌ
鋪,魚,ʌ
痡,魚,ʌ
齊,脂,əl
臍,脂,əl
蠐,脂,əl
懠,脂,əl
黎,脂,əl
犂,脂,əl
黧,脂,əl
藜,脂,əl
驪,支,ə
妻,脂,əl
萋,脂,əl
淒,脂,əl
凄,脂,əl
悽,脂,əl
低,脂,əl
氐,脂,əl
羝,脂,əl
堤,支,ə
啼,支,ə
蹄,支,ə
提,支,ə
題,支,ə
綈,脂,əl
稊,脂,əl
醍,支,ə
鵜,脂,əl
荑,脂,əl
緹,支,ə
螕,脂,əl
蓖,脂,əl
篦,脂,əl
狴,脂,əl
鷄,支,ə
稽,脂,əl
笄,脂,əl
卟,支,ə
奚,支,ə
蹊,支,ə
嵇,脂,əl
兮,支,ə
鼷,支,ə
鷖,脂,əl
翳,脂,əl
倪,支,ə
霓,支,ə
輗,支,ə
猊,支,ə
鯢,支,ə
兒,支,ə
醯,支,ə
西,脂,əl
棲,脂,əl
犀,脂,əl
梯,脂,əl
鼙,支,ə
膍,脂,əl
批,脂,əl
齎,脂,əl
𧆌,脂,əl
擠,脂,əl
躋,脂,əl
隮,脂,əl
迷,脂,əl
泥,脂,əl
溪,支,ə
圭,支,ə
邽,支,ə
閨,支,ə
睽,脂,əl
奎,支,ə
攜,支,ə
畦,支,ə
佳,支,ə
街,支,ə
膎,支,ə
鞋,支,ə
牌,支,ə
𥱼,支,ə
媧,歌,ʌl
蝸,歌,ʌl
蛙,支,ə
柴,支,ə
祡,支,ə
釵,歌,ʌl
叉,歌,ʌl
差,歌,ʌl
崖,支,ə
涯,支,ə
厓,支,ə
娃,支,ə
洼,支,ə
哇,支,ə
皆,脂,əl
偕,脂,əl
稭,脂,əl
喈,脂,əl
階,脂,əl
堦,脂,əl
楷,脂,əl
湝,脂,əl
𢰇,之,ɔɪ
諧,脂,əl
骸,之,ɔɪ
排,微,ɔl
俳,微,ɔl
乖,微,ɔl
懷,微,ɔl
槐,微,ɔl
淮,微,ɔl
𧞷,微,ɔl
瀤,微,ɔl
豺,之,ɔɪ
儕,脂,əl
差,歌,ʌl
埋,之,ɔɪ
霾,之,ɔɪ
齋,脂,əl
崴,微,ɔl
揩,脂,əl
灰,之,ɔɪ
虺,微,ɔl
恢,之,ɔɪ
悝,之,ɔɪ
魁,微,ɔl
隈,微,ɔl
煨,微,ɔl
偎,微,ɔl
回,微,ɔl
洄,微,ɔl
迴,微,ɔl
枚,微,ɔl
梅,之,ɔɪ
媒,之,ɔɪ
玫,微,ɔl
煤,之,ɔɪ
脢,之,ɔɪ
莓,之,ɔɪ
鋂,之,ɔɪ
傀,微,ɔl
瑰,微,ɔl
雷,微,ɔl
罍,微,ɔl
頹,微,ɔl
隤,微,ɔl
魋,微,ɔl
崔,微,ɔl
催,微,ɔl
堆,微,ɔl
敦,文,ɔn
摧,微,ɔl
裴,微,ɔl
徘,微,ɔl
培,之,ɔɪ
陪,之,ɔɪ
杯,之,ɔɪ
肧,之,ɔɪ
坏,之,ɔɪ
桅,歌,ʌl
嵬,微,ɔl
蓷,微,ɔl
推,微,ɔl
咍,之,ɔɪ
開,微,ɔl
哀,微,ɔl
埃,之,ɔɪ
唉,之,ɔɪ
欸,之,ɔɪ
臺,之,ɔɪ
苔,之,ɔɪ
炱,之,ɔɪ
駘,之,ɔɪ
該,之,ɔɪ
垓,之,ɔɪ
荄,之,ɔɪ
陔,之,ɔɪ
裁,之,ɔɪ
財,之,ɔɪ
才,之,ɔɪ
材,之,ɔɪ
來,之,ɔɪ
萊,之,ɔɪ
騋,之,ɔɪ
崍,之,ɔɪ
淶,之,ɔɪ
烖,之,ɔɪ
灾,之,ɔɪ
災,之,ɔɪ
栽,之,ɔɪ
哉,之,ɔɪ
猜,之,ɔɪ
偲,之,ɔɪ
胎,之,ɔɪ
鮐,之,ɔɪ
台,之,ɔɪ
邰,之,ɔɪ
孩,之,ɔɪ
咳,之,ɔɪ
頦,之,ɔɪ
鰓,之,ɔɪ
皚,微,ɔl
獃,微,ɔl
真,真,ən
甄,真,ən
振,文,ɔn
畛,真,ən
因,真,ən
茵,真,ən
禋,真,ən
闉,真,ən
駰,真,ən
湮,真,ən
氤,真,ən
堙,真,ən
洇,真,ən
姻,真,ən
新,真,ən
辛,真,ən
薪,真,ən
辰,文,ɔn
晨,文,ɔn
宸,文,ɔn
臣,真,ən
仁,真,ən
人,真,ən
神,真,ən
親,真,ən
申,真,ən
伸,真,ən
紳,真,ən
娠,文,ɔn
呻,真,ən
身,真,ən
賓,真,ən
濱,真,ən
檳,真,ən
鑌,真,ən
燐,真,ən
鄰,真,ən
轔,真,ən
嶙,真,ən
粼,真,ən
磷,真,ən
麟,真,ən
鱗,真,ən
珍,真,ən
陳,真,ən
塵,真,ən
津,真,ən
瞋,真,ən
嗔,真,ən
秦,真,ən
螓,真,ən
寅,真,ən
夤,真,ən
繽,真,ən
頻,真,ən
蘋,真,ən
嬪,真,ən
顰,真,ən
嚬,真,ən
銀,文,ɔn
誾,元,ʌn
嚚,真,ən
垠,文,ɔn
巾,文,ɔn
筠,真,ən
囷,文,ɔn
珉,真,ən
岷,真,ən
閩,真,ən
緡,真,ən
旻,真,ən
𤸅,真,ən
貧,文,ɔn
彬,文,ɔn
斌,文,ɔn
豳,文,ɔn
民,真,ən
諄,文,ɔn
椿,文,ɔn
荀,真,ən
郇,真,ən
