廣韻字頭(覈校後),廣韻字頭原貌(覈校前),聲紐,聲母擬音,呼,等,韻部(調整後),廣韻韻部原貌(調整前),,韻母擬音,聲調,廣韻反切(覈校後),廣韻反切原貌(覈校前),全王本切韻-反切,裴本切韻-反切,先秦韻部（引自余迺永的《上古音系研究》）,廣韻釋義,釋義補充
矚,矚,章,tʃ,開,三,鍾,燭,開三鍾,ɶk,入,之欲,之欲,之欲,之欲,,視也,
䌵,䌵,章,tʃ,開,三,鍾,燭,開三鍾,ɶk,入,之欲,之欲,之欲,之欲,,綴帶,
囑,囑,章,tʃ,開,三,鍾,燭,開三鍾,ɶk,入,之欲,之欲,之欲,之欲,,託也,
鸀,鸀,章,tʃ,開,三,鍾,燭,開三鍾,ɶk,入,之欲,之欲,之欲,之欲,,鸀鳿鳥,
䟉,䟉,章,tʃ,開,三,鍾,燭,開三鍾,ɶk,入,之欲,之欲,之欲,之欲,,小兒行皃,
㰲,㰲,章,tʃ,開,三,鍾,燭,開三鍾,ɶk,入,之欲,之欲,之欲,之欲,,吹氣也,
噣,噣,章,tʃ,開,三,鍾,燭,開三鍾,ɶk,入,之欲,之欲,,,,噣𪁞鳥名,
蠾,蠾,章,tʃ,開,三,鍾,燭,開三鍾,ɶk,入,之欲,之欲,之欲,,,蚤也方言云鼅鼄自關而東趙魏之郊或謂之蠾蝓又音蜀,
韣,韣,章,tʃ,開,三,鍾,燭,開三鍾,ɶk,入,之欲,之欲,之欲,,,弓衣又大谷切,
蠋,蠋,章,tʃ,開,三,鍾,燭,開三鍾,ɶk,入,之欲,之欲,之欲,,,螐蠋,
玉,玉,疑,ŋ̊,開,三,鍾,燭,開三鍾,ɶk,入,魚欲,魚欲,語欲,語欲,屋,白虎通曰玉者象君子之德燥不輕濕不重是以君子寶之禮記曰執玉不趨又烈火燒之不熱者真玉也說文本作王隷加點以別王字魚欲切四,
獄,獄,疑,ŋ̊,開,三,鍾,燭,開三鍾,ɶk,入,魚欲,魚欲,語欲,語欲,屋,皋陶所造說文确也从㹜从言二犬所以守也,
鳿,鳿,疑,ŋ̊,開,三,鍾,燭,開三鍾,ɶk,入,魚欲,魚欲,語欲,語欲,,鸀鳿鳥,
頊,頊,疑,ŋ̊,開,三,鍾,燭,開三鍾,ɶk,入,魚欲,魚欲,,,,人姓頊䪴又音勖,
旭,旭,曉,h,開,三,鍾,燭,開三鍾,ɶk,入,許玉,許玉,許玉,許玉,,說文曰日旦出皃一曰明也許玉切五,
頊,頊,曉,h,開,三,鍾,燭,開三鍾,ɶk,入,許玉,許玉,許玉,許玉,,顓頊高陽氏也又謹敬皃,
勖,勗,曉,h,開,三,鍾,燭,開三鍾,ɶk,入,許玉,許玉,許玉,許玉,,勉也,
𩔴,𩔴,曉,h,開,三,鍾,燭,開三鍾,ɶk,入,許玉,許玉,,,,𩔴顱出聲譜,
𩪉,𩪉,曉,h,開,三,鍾,燭,開三鍾,ɶk,入,許玉,許玉,,,,上同,𩔴顱出聲譜
輂,輂,見,k,開,三,鍾,燭,開三鍾,ɶk,入,居玉,居玉,居玉,居玉,,禹所乘直轅車說文曰大車駕馬也居玉切十二,
絭,絭,見,k,開,三,鍾,燭,開三鍾,ɶk,入,居玉,居玉,居玉,居玉,,纕臂繩也又居願切,
鋦,鋦,見,k,開,三,鍾,燭,開三鍾,ɶk,入,居玉,居玉,居玉,居玉,,以鐵縛物,
挶,挶,見,k,開,三,鍾,燭,開三鍾,ɶk,入,居玉,居玉,居玉,居玉,,持也,
𦥑,𦥑,見,k,開,三,鍾,燭,開三鍾,ɶk,入,居玉,居玉,居玉,居玉,覺,斂手,
梮,梮,見,k,開,三,鍾,燭,開三鍾,ɶk,入,居玉,居玉,,,,舉食器也,
䡞,䡞,見,k,開,三,鍾,燭,開三鍾,ɶk,入,居玉,居玉,居玉,居玉,,說文曰直轅車𩎈縛也,
㮂,㮂,見,k,開,三,鍾,燭,開三鍾,ɶk,入,居玉,居玉,居玉,,,舉食者名,
䋰,䋰,見,k,開,三,鍾,燭,開三鍾,ɶk,入,居玉,居玉,居玉,,,靴䋰子纏連者說文約也,
拲,拲,見,k,開,三,鍾,燭,開三鍾,ɶk,入,居玉,居玉,居玉,,,兩手共梏又己奉切,
𦅽,𦅽,見,k,開,三,鍾,燭,開三鍾,ɶk,入,居玉,居玉,居玉,,,𦅽屬,
𧤑,𧤑,見,k,開,三,鍾,燭,開三鍾,ɶk,入,居玉,居玉,,,,曲角,
局,局,群,ˀɡʱ,開,三,鍾,燭,開三鍾,ɶk,入,渠玉,渠玉,渠玉,渠玉,屋,曹局又分也說文促也渠玉切五,
跼,跼,群,ˀɡʱ,開,三,鍾,燭,開三鍾,ɶk,入,渠玉,渠玉,渠玉,渠玉,,踡跼又曲也俛也促也,
駶,駶,群,ˀɡʱ,開,三,鍾,燭,開三鍾,ɶk,入,渠玉,渠玉,,,,馬立不定,
侷,侷,群,ˀɡʱ,開,三,鍾,燭,開三鍾,ɶk,入,渠玉,渠玉,,,,侷促短小,
䎤,䎤,群,ˀɡʱ,開,三,鍾,燭,開三鍾,ɶk,入,渠玉,渠玉,渠玉,,,耕也,
蜀,蜀,常,ʒ,開,三,鍾,燭,開三鍾,ɶk,入,市玉,市玉,市玉,市玉,屋,巴蜀說文曰葵中蟲也淮南子云蠶與蜀相類而愛憎異也亦作蠋市玉切十二,
韣,韣,常,ʒ,開,三,鍾,燭,開三鍾,ɶk,入,市玉,市玉,市玉,市玉,,弓衣又徒谷切,
蠾,蠾,常,ʒ,開,三,鍾,燭,開三鍾,ɶk,入,市玉,市玉,市玉,市玉,,蠾蝓蜘蛛,
㯮,㯮,常,ʒ,開,三,鍾,燭,開三鍾,ɶk,入,市玉,市玉,市玉,,,木似柳葉大也,
䙱,䙱,常,ʒ,開,三,鍾,燭,開三鍾,ɶk,入,市玉,市玉,市玉,市玉,,玉篇云長襦也連𦝫衣也,
襩,襩,常,ʒ,開,三,鍾,燭,開三鍾,ɶk,入,市玉,市玉,,,,上同,玉篇云長襦也連𦝫衣也
㒔,㒔,常,ʒ,開,三,鍾,燭,開三鍾,ɶk,入,市玉,市玉,市玉,市玉,,㒔㑛動皃,
襡,襡,常,ʒ,開,三,鍾,燭,開三鍾,ɶk,入,市玉,市玉,,市玉,,短衣又大口切,
屬,屬,常,ʒ,開,三,鍾,燭,開三鍾,ɶk,入,市玉,市玉,市玉,市玉,屋,附也類也又音燭,
属,属,常,ʒ,開,三,鍾,燭,開三鍾,ɶk,入,市玉,市玉,,,,俗,附也類也又音燭
㻿,㻿,常,ʒ,開,三,鍾,燭,開三鍾,ɶk,入,市玉,市玉,,,,玉㻿,
鐲,鐲,常,ʒ,開,三,鍾,燭,開三鍾,ɶk,入,市玉,市玉,,,,溫器又直角切,
觸,觸,昌,tʃʰ,開,三,鍾,燭,開三鍾,ɶk,入,尺玉,尺玉,尺玉,尺玉,,突也尺玉切四,
觕,觕,昌,tʃʰ,開,三,鍾,燭,開三鍾,ɶk,入,尺玉,尺玉,,,,古文,突也尺玉切四
歜,歜,昌,tʃʰ,開,三,鍾,燭,開三鍾,ɶk,入,尺玉,尺玉,尺玉,尺玉,,怒氣亦人名齊宣王時有高士顏歜或作斶,
臅,臅,昌,tʃʰ,開,三,鍾,燭,開三鍾,ɶk,入,尺玉,尺玉,尺玉,,,狼臅膏也,
辱,辱,日,ʝɲ,開,三,鍾,燭,開三鍾,ɶk,入,而蜀,而蜀,而蜀,而蜀,屋,恥辱又汚也惡也又姓出姓苑而蜀切十一,
蓐,蓐,日,ʝɲ,開,三,鍾,燭,開三鍾,ɶk,入,而蜀,而蜀,而蜀,而蜀,,草蓐又薦也說文曰陳草復生也一曰蔟也,
褥,褥,日,ʝɲ,開,三,鍾,燭,開三鍾,ɶk,入,而蜀,而蜀,而蜀,而蜀,,氈褥,
鄏,鄏,日,ʝɲ,開,三,鍾,燭,開三鍾,ɶk,入,而蜀,而蜀,而蜀,而蜀,,郟鄏地名在河南,
縟,縟,日,ʝɲ,開,三,鍾,燭,開三鍾,ɶk,入,而蜀,而蜀,而蜀,而蜀,,文采,
溽,溽,日,ʝɲ,開,三,鍾,燭,開三鍾,ɶk,入,而蜀,而蜀,而蜀,而蜀,,溽暑濕熱,
㦺,㦺,日,ʝɲ,開,三,鍾,燭,開三鍾,ɶk,入,而蜀,而蜀,而蜀,而蜀,,矛戟枝也,
媷,媷,日,ʝɲ,開,三,鍾,燭,開三鍾,ɶk,入,而蜀,而蜀,,,,懈惰也,
嗕,嗕,日,ʝɲ,開,三,鍾,燭,開三鍾,ɶk,入,而蜀,而蜀,而蜀,,,囑嗕憐皃又西羌名,
𪑾,𪑾,日,ʝɲ,開,三,鍾,燭,開三鍾,ɶk,入,而蜀,而蜀,而蜀,,,黑垢,
𩱨,𩱜,日,ʝɲ,開,三,鍾,燭,開三鍾,ɶk,入,而蜀,而蜀,而蜀,,,大鼎,
束,束,書,ʃ,開,三,鍾,燭,開三鍾,ɶk,入,書玉,書玉,書蜀,書蜀,屋,縛也又姓本自疎氏避難除足姓束左傳晉有束晳書玉切二,
㑛,㑛,書,ʃ,開,三,鍾,燭,開三鍾,ɶk,入,書玉,書玉,書蜀,書蜀,,㒔㑛,
欲,欲,以,d̺,開,三,鍾,燭,開三鍾,ɶk,入,余蜀,余蜀,余蜀,余蜀,,貪欲也余蜀切九,
浴,浴,以,d̺,開,三,鍾,燭,開三鍾,ɶk,入,余蜀,余蜀,余蜀,余蜀,,洗浴說文曰洒身也洒先禮切,
鵒,鵒,以,d̺,開,三,鍾,燭,開三鍾,ɶk,入,余蜀,余蜀,余蜀,余蜀,,鴝鵒,
𩀑,𩀑,以,d̺,開,三,鍾,燭,開三鍾,ɶk,入,余蜀,余蜀,,,,上同,鴝鵒
鋊,鋊,以,d̺,開,三,鍾,燭,開三鍾,ɶk,入,余蜀,余蜀,余蜀,余蜀,,炭鉤又銅屑也漢書曰磨錢取鋊,
輍,輍,以,d̺,開,三,鍾,燭,開三鍾,ɶk,入,余蜀,余蜀,余蜀,余蜀,,車枕前也,
慾,慾,以,d̺,開,三,鍾,燭,開三鍾,ɶk,入,余蜀,余蜀,,,,嗜慾,
𤞞,𤞞,以,d̺,開,三,鍾,燭,開三鍾,ɶk,入,余蜀,余蜀,余蜀,余蜀,,獨𤞞獸,
谷,谷,以,d̺,開,三,鍾,燭,開三鍾,ɶk,入,余蜀,余蜀,,,鐸/屋,山谷爾雅曰水注谿曰谷說文曰泉出通川爲谷亦虜三字姓吐谷渾氏又音穀,
躅,躅,澄,ˀȡʱ,開,三,鍾,燭,開三鍾,ɶk,入,直錄,直錄,直録,直録,,躑躅直錄切三,
䠱,䠱,澄,ˀȡʱ,開,三,鍾,燭,開三鍾,ɶk,入,直錄,直錄,,,,上同,躑躅直錄切三
蠋,蠋,澄,ˀȡʱ,開,三,鍾,燭,開三鍾,ɶk,入,直錄,直錄,,,,𧓸蠋蟲名,
錄,録,來,l̺,開,三,鍾,燭,開三鍾,ɶk,入,力玉,力玉,力玉,力玉,,采錄說文曰金色也又錄事職官要錄云總錄眾事力玉切十七,
淥,渌,來,l̺,開,三,鍾,燭,開三鍾,ɶk,入,力玉,力玉,力玉,力玉,,淥水名在湘東又姓何氏姓苑有淥圖爲顓頊師,
䚄,䚄,來,l̺,開,三,鍾,燭,開三鍾,ɶk,入,力玉,力玉,力玉,力玉,,眼曲䚄也,
綠,緑,來,l̺,開,三,鍾,燭,開三鍾,ɶk,入,力玉,力玉,力玉,力玉,,青黃色永徽二年始七品六品服綠飾以銀八品九品服青飾以鍮石至文明元年又改青服碧色,
醁,醁,來,l̺,開,三,鍾,燭,開三鍾,ɶk,入,力玉,力玉,力玉,力玉,,美酒,
騄,騄,來,l̺,開,三,鍾,燭,開三鍾,ɶk,入,力玉,力玉,力玉,力玉,,騄駬駿馬名,
娽,娽,來,l̺,開,三,鍾,燭,開三鍾,ɶk,入,力玉,力玉,力玉,力玉,,隨從又音鹿,
菉,菉,來,l̺,開,三,鍾,燭,開三鍾,ɶk,入,力玉,力玉,力玉,力玉,,菉蓐草,
逯,逯,來,l̺,開,三,鍾,燭,開三鍾,ɶk,入,力玉,力玉,力玉,力玉,,謹也又姓風俗通云漢有大司空逯並後趙錄有金紫光祿大夫廣平逯明西征記有逯明壘云是石勒十八騎中人,
䱚,䱚,來,l̺,開,三,鍾,燭,開三鍾,ɶk,入,力玉,力玉,力玉,力玉,,魚名,
籙,籙,來,l̺,開,三,鍾,燭,開三鍾,ɶk,入,力玉,力玉,力玉,力玉,,圖籙,
碌,碌,來,l̺,開,三,鍾,燭,開三鍾,ɶk,入,力玉,力玉,,,,碌石綵色本又音祿,
䟿,䟿,來,l̺,開,三,鍾,燭,開三鍾,ɶk,入,力玉,力玉,,,,恭䟿也,
𧨹,𧨹,來,l̺,開,三,鍾,燭,開三鍾,ɶk,入,力玉,力玉,力玉,,,謯也,
趢,趢,來,l̺,開,三,鍾,燭,開三鍾,ɶk,入,力玉,力玉,力玉,,,趢𧼙兒行,
㫽,㫽,來,l̺,開,三,鍾,燭,開三鍾,ɶk,入,力玉,力玉,,,,日暗,
㪖,㪖,來,l̺,開,三,鍾,燭,開三鍾,ɶk,入,力玉,力玉,,,,剝㪖又聲㪖,
曲,曲,溪,kʰ,開,三,鍾,燭,開三鍾,ɶk,入,丘玉,丘玉,起玉,起玉,屋,委曲說文作曲象器曲受物之形又姓晉穆侯子成師封於曲沃後氏焉漢有代郡太守曲謙丘玉切四,
䱡,䱡,溪,kʰ,開,三,鍾,燭,開三鍾,ɶk,入,丘玉,丘玉,起玉,起玉,,魚名,
䒼,䒼,溪,kʰ,開,三,鍾,燭,開三鍾,ɶk,入,丘玉,丘玉,起玉,起玉,,蠶薄漢書周勃織溥䒼爲生亦作筁,
匤,匤,溪,kʰ,開,三,鍾,燭,開三鍾,ɶk,入,丘玉,丘玉,,,,匤匣也,
瘃,瘃,知,ȶ,開,三,鍾,燭,開三鍾,ɶk,入,陟玉,陟玉,陟玉,陟玉,,寒瘡也陟玉切七,
𤷚,𤷚,知,ȶ,開,三,鍾,燭,開三鍾,ɶk,入,陟玉,陟玉,,,,上同,寒瘡也陟玉切七
孎,孎,知,ȶ,開,三,鍾,燭,開三鍾,ɶk,入,陟玉,陟玉,陟玉,,,謹也又陟角切,
斸,斸,知,ȶ,開,三,鍾,燭,開三鍾,ɶk,入,陟玉,陟玉,陟玉,陟玉,,斫也又钁也,
钃,钃,知,ȶ,開,三,鍾,燭,開三鍾,ɶk,入,陟玉,陟玉,,,,上同,斫也又钁也
欘,欘,知,ȶ,開,三,鍾,燭,開三鍾,ɶk,入,陟玉,陟玉,陟玉,,,枝上曲一曰斤柄,
𢒔,𢒔,知,ȶ,開,三,鍾,燭,開三鍾,ɶk,入,陟玉,陟玉,陟玉,,,豕行皃又丑足切,
足,足,精,ts̺,開,三,鍾,燭,開三鍾,ɶk,入,即玉,即玉,即玉,即玉,屋,爾雅云趾足也又滿也止也從口止即玉切又將喻切二,
哫,哫,精,ts̺,開,三,鍾,燭,開三鍾,ɶk,入,即玉,即玉,,,,楚詞云哫訾憟斯王逸謂承顏色也,
贖,贖,船,ˀʒʱ,開,三,鍾,燭,開三鍾,ɶk,入,神蜀,神蜀,神玉,神玉,,說文貿也神蜀切又音樹三,
𩌮,𩌮,船,ˀʒʱ,開,三,鍾,燭,開三鍾,ɶk,入,神蜀,神蜀,,,,𩌮鞮也又似足切,
䴬,䴰,船,ˀʒʱ,開,三,鍾,燭,開三鍾,ɶk,入,神蜀,神蜀,,,,姓也梁四公子䴬䵎之後,
幞,幞,並,ˀbʱ,合,三,鍾,燭,合三鍾,ɶk,入,房玉,房玉,房玉,房玉,,帊也又幞頭周武帝所制裁幅巾出四腳以幞頭乃名焉亦曰頭巾房玉切二,
襆,襆,並,ˀbʱ,合,三,鍾,燭,合三鍾,ɶk,入,房玉,房玉,,,,上同,帊也又幞頭周武帝所制裁幅巾出四腳以幞頭乃名焉亦曰頭巾房玉切二
促,促,清,ts̺ʰ,開,三,鍾,燭,開三鍾,ɶk,入,七玉,七玉,七玉,七玉,,近也速也至也迫也七玉切六,
誎,誎,清,ts̺ʰ,開,三,鍾,燭,開三鍾,ɶk,入,七玉,七玉,七玉,,,飾也,
趗,趗,清,ts̺ʰ,開,三,鍾,燭,開三鍾,ɶk,入,七玉,七玉,七玉,,,趗速,
𤗁,𤗁,清,ts̺ʰ,開,三,鍾,燭,開三鍾,ɶk,入,七玉,七玉,七玉,,,迫也,
𦠁,𦠁,清,ts̺ʰ,開,三,鍾,燭,開三鍾,ɶk,入,七玉,七玉,,,,丳𦠁炙具,
㹱,㹱,清,ts̺ʰ,開,三,鍾,燭,開三鍾,ɶk,入,七玉,七玉,,,,宋良大又七雀切,
續,續,邪,z̺,開,三,鍾,燭,開三鍾,ɶk,入,似足,似足,似足,似玉,,繼也連也又姓舜七友有續牙似足切四,
俗,俗,邪,z̺,開,三,鍾,燭,開三鍾,ɶk,入,似足,似足,似足,似玉,,風俗說文習也,
藚,藚,邪,z̺,開,三,鍾,燭,開三鍾,ɶk,入,似足,似足,似足,似玉,,藚斷藥名一曰牛脣又名水藛,
𩌮,𩌮,邪,z̺,開,三,鍾,燭,開三鍾,ɶk,入,似足,似足,,,,白𩌮鞮也,
粟,粟,心,s̺,開,三,鍾,燭,開三鍾,ɶk,入,相玉,相玉,相玉,相玉,屋,禾實也淮南子曰昔蒼頡作書而天雨粟又姓袁紹魏郡太守粟攀相玉切七,
𥻆,𥻆,心,s̺,開,三,鍾,燭,開三鍾,ɶk,入,相玉,相玉,,,,上同見說文,禾實也淮南子曰昔蒼頡作書而天雨粟又姓袁紹魏郡太守粟攀相玉切七
憟,憟,心,s̺,開,三,鍾,燭,開三鍾,ɶk,入,相玉,相玉,相玉,相玉,,憟斯,
涑,涑,心,s̺,開,三,鍾,燭,開三鍾,ɶk,入,相玉,相玉,相玉,相玉,,水名在河東又蘇侯切,
𣯼,𣯼,心,s̺,開,三,鍾,燭,開三鍾,ɶk,入,相玉,相玉,,,,𣯼㲨罽毛,
玊,玊,心,s̺,開,三,鍾,燭,開三鍾,ɶk,入,相玉,相玉,,,,西番國名亦姓又香救切又新菊切,
㔄,㔄,心,s̺,開,三,鍾,燭,開三鍾,ɶk,入,相玉,相玉,,,,細切,
䪁,䪁,幫,p,合,三,鍾,燭,合三鍾,ɶk,入,封曲,封曲,封曲,封曲,,絡牛頭封曲切一,
梀,梀,徹,ȶʰ,開,三,鍾,燭,開三鍾,ɶk,入,丑玉,丑玉,丑錄,,,梀樗木名丑玉切七,
亍,亍,徹,ȶʰ,開,三,鍾,燭,開三鍾,ɶk,入,丑玉,丑玉,,勑錄,,彳亍,
𥹵,𥹵,徹,ȶʰ,開,三,鍾,燭,開三鍾,ɶk,入,丑玉,丑玉,,丑錄,,字書曰𥻿𥹵損米,
𧼙,𧼙,徹,ȶʰ,開,三,鍾,燭,開三鍾,ɶk,入,丑玉,丑玉,丑錄,,,趢𧼙兒行,
𢒔,𢒔,徹,ȶʰ,開,三,鍾,燭,開三鍾,ɶk,入,丑玉,丑玉,丑錄,,,豕行皃又知足切,
㙇,㙇,徹,ȶʰ,開,三,鍾,燭,開三鍾,ɶk,入,丑玉,丑玉,丑錄,,,牛馬所蹈之處,
豖,豖,徹,ȶʰ,開,三,鍾,燭,開三鍾,ɶk,入,丑玉,丑玉,,丑錄,,說文曰豕絆足行豖豖也,
覺,覺,見,k,開,二,江,覺,開二江,ɒk,入,古岳,古岳,古岳,古岳,覺,曉也大也明也寤也知也古岳切又古孝切十八,
斠,斠,見,k,開,二,江,覺,開二江,ɒk,入,古岳,古岳,古岳,古岳,,平斗斛,
角,角,見,k,開,二,江,覺,開二江,ɒk,入,古岳,古岳,古岳,古岳,屋,芒也競也觸也說文曰獸角也又角抵戲漢武故事曰未央庭中設角抵戲角抵者六國時所造也使角力相抵觸亦大角軍器徐廣車服儀制曰角前世書記所不載或云本出羌胡以驚中國之馬也又姓後漢有角善叔,
桷,桷,見,k,開,二,江,覺,開二江,ɒk,入,古岳,古岳,古岳,古岳,,椽也,
較,較,見,k,開,二,江,覺,開二江,ɒk,入,古岳,古岳,古岳,古岳,,車箱又直也略也又古孝切,
䡈,䡈,見,k,開,二,江,覺,開二江,ɒk,入,古岳,古岳,,,,說文曰車輢上曲銅也,
珏,𤤴,見,k,開,二,江,覺,開二江,ɒk,入,古岳,古岳,古岳,,屋,二玉相合爲一珏,
瑴,瑴,見,k,開,二,江,覺,開二江,ɒk,入,古岳,古岳,古岳,古岳,,上同,二玉相合爲一珏
䮸,䮸,見,k,開,二,江,覺,開二江,ɒk,入,古岳,古岳,古岳,古岳,,馬腹下聲,
䚫,䚫,見,k,開,二,江,覺,開二江,ɒk,入,古岳,古岳,古岳,古岳,,飾杖頭骨又胡歷切,
榷,榷,見,k,開,二,江,覺,開二江,ɒk,入,古岳,古岳,,,,以木渡水今之略彴也,
捔,捔,見,k,開,二,江,覺,開二江,ɒk,入,古岳,古岳,,,,掎捔,
搉,搉,見,k,開,二,江,覺,開二江,ɒk,入,古岳,古岳,古岳,古岳,,揚搉大舉又音確,
䁷,䁷,見,k,開,二,江,覺,開二江,ɒk,入,古岳,古岳,,,,明也,
梏,梏,見,k,開,二,江,覺,開二江,ɒk,入,古岳,古岳,,,,直也又古沃切,
傕,傕,見,k,開,二,江,覺,開二江,ɒk,入,古岳,古岳,,,,後漢有李傕,
䮤,䮤,見,k,開,二,江,覺,開二江,ɒk,入,古岳,古岳,古岳,,,馬白額,
龣,龣,見,k,開,二,江,覺,開二江,ɒk,入,古岳,古岳,古岳,,,樂器,
嶽,嶽,疑,ŋ̊,開,二,江,覺,開二江,ɒk,入,五角,五角,五角,五角,,五嶽也五角切八,
岳,岳,疑,ŋ̊,開,二,江,覺,開二江,ɒk,入,五角,五角,五角,五角,屋,上同,五嶽也五角切八
樂,樂,疑,ŋ̊,開,二,江,覺,開二江,ɒk,入,五角,五角,五角,五角,沃,音樂周禮有六樂雲門咸池大韶大夏大濩大武又姓出南陽本自有殷微子之後守戴公四世孫樂莒爲大司寇,
鸑,鸑,疑,ŋ̊,開,二,江,覺,開二江,ɒk,入,五角,五角,五角,五角,,鸑鷟鳳屬國語曰周之興也鸑鷟鳴于岐山俗作𩁓,
𩓥,𩓥,疑,ŋ̊,開,二,江,覺,開二江,ɒk,入,五角,五角,五角,五角,,說文云面前岳岳也,
觷,觷,疑,ŋ̊,開,二,江,覺,開二江,ɒk,入,五角,五角,,,,爾雅云角謂之觷治角也或作礨又音學,
捳,捳,疑,ŋ̊,開,二,江,覺,開二江,ɒk,入,五角,五角,五角,,,抨捳,
㹊,㹊,疑,ŋ̊,開,二,江,覺,開二江,ɒk,入,五角,五角,五角,,,說文曰白牛也,
浞,浞,崇,ˀz̻ʱ,開,二,江,覺,開二江,ɒk,入,士角,士角,士角,士角,,水濕士角切十二,
丵,丵,崇,ˀz̻ʱ,開,二,江,覺,開二江,ɒk,入,士角,士角,士角,士角,沃,叢生草,
鋜,鋜,崇,ˀz̻ʱ,開,二,江,覺,開二江,ɒk,入,士角,士角,士角,士角,,鎖足,
灂,灂,崇,ˀz̻ʱ,開,二,江,覺,開二江,ɒk,入,士角,士角,士角,士角,,瀺灂,
鷟,鷟,崇,ˀz̻ʱ,開,二,江,覺,開二江,ɒk,入,士角,士角,士角,士角,,鸑鷟,
捔,捔,崇,ˀz̻ʱ,開,二,江,覺,開二江,ɒk,入,士角,士角,士角,,,攙捔組織亦作𧣀,
澩,澩,崇,ˀz̻ʱ,開,二,江,覺,開二江,ɒk,入,士角,士角,,,,山夏有水冬無水,
篧,篧,崇,ˀz̻ʱ,開,二,江,覺,開二江,ɒk,入,士角,士角,,士角,,魚罩又音捉,
汋,汋,崇,ˀz̻ʱ,開,二,江,覺,開二江,ɒk,入,士角,士角,,,,說文曰激水聲也一曰井十有水一無水爲瀱汋,
齺,齺,崇,ˀz̻ʱ,開,二,江,覺,開二江,ɒk,入,士角,士角,士角,,,齒相近皃,
𤉐,𤉐,崇,ˀz̻ʱ,開,二,江,覺,開二江,ɒk,入,士角,士角,士角,,,速也或作𨖮,
簎,簎,崇,ˀz̻ʱ,開,二,江,覺,開二江,ɒk,入,士角,士角,,,,取魚箔也,
捉,捉,莊,ts̻,開,二,江,覺,開二江,ɒk,入,側角,側角,側角,側角,,捉搦也側角切七,
穛,穛,莊,ts̻,開,二,江,覺,開二江,ɒk,入,側角,側角,側角,側角,,早熟穀,
𥼚,𥼚,莊,ts̻,開,二,江,覺,開二江,ɒk,入,側角,側角,,,,上同,早熟穀
穱,穱,莊,ts̻,開,二,江,覺,開二江,ɒk,入,側角,側角,側角,側角,,稻處種麥,
斮,斮,莊,ts̻,開,二,江,覺,開二江,ɒk,入,側角,側角,,,,斬又側略切,
篧,篧,莊,ts̻,開,二,江,覺,開二江,ɒk,入,側角,側角,,,,魚罩,
𧂒,𧂒,莊,ts̻,開,二,江,覺,開二江,ɒk,入,側角,側角,側角,側角,,蒵毒,
朔,朔,生,s̻,開,二,江,覺,開二江,ɒk,入,所角,所角,所角,所角,鐸,月一日又幽朔也命和叔宅朔方北方也又姓何氏姓苑云南陽人俗作𦙚所角切十二,
欶,欶,生,s̻,開,二,江,覺,開二江,ɒk,入,所角,所角,所角,所角,屋,口噏也,
嗽,嗽,生,s̻,開,二,江,覺,開二江,ɒk,入,所角,所角,,,,上同,口噏也
矟,矟,生,s̻,開,二,江,覺,開二江,ɒk,入,所角,所角,,,,矛屬通俗文曰矛丈八者謂之矟,
槊,槊,生,s̻,開,二,江,覺,開二江,ɒk,入,所角,所角,所角,所角,,上同,矛屬通俗文曰矛丈八者謂之矟
蒴,蒴,生,s̻,開,二,江,覺,開二江,ɒk,入,所角,所角,所角,所角,,蒴𧃔藥也,
數,數,生,s̻,開,二,江,覺,開二江,ɒk,入,所角,所角,,,,頻數,
箾,箾,生,s̻,開,二,江,覺,開二江,ɒk,入,所角,所角,所角,,,說文曰以竿擊人又舞者所執又蘇彫切,
𦂗,𦂗,生,s̻,開,二,江,覺,開二江,ɒk,入,所角,所角,所角,,,緘也,
㮶,㮶,生,s̻,開,二,江,覺,開二江,ɒk,入,所角,所角,所角,,,木名,
揱,揱,生,s̻,開,二,江,覺,開二江,ɒk,入,所角,所角,所角,,,纖也又長臂皃又相邀切,
𦋞,𦋞,生,s̻,開,二,江,覺,開二江,ɒk,入,所角,所角,,,,㩋𦋞罘䍐,
斲,斲,知,ȶ,開,二,江,覺,開二江,ɒk,入,竹角,竹角,丁角,丁角,侯,削也竹角切十九,
涿,涿,知,ȶ,開,二,江,覺,開二江,ɒk,入,竹角,竹角,丁角,丁角,,郡名,
諑,諑,知,ȶ,開,二,江,覺,開二江,ɒk,入,竹角,竹角,丁角,丁角,,訴也王逸注楚詞云諑猶僣也,
㧻,㧻,知,ȶ,開,二,江,覺,開二江,ɒk,入,竹角,竹角,丁角,丁角,,擊也推也,
琢,琢,知,ȶ,開,二,江,覺,開二江,ɒk,入,竹角,竹角,丁角,丁角,,治玉,
孎,孎,知,ȶ,開,二,江,覺,開二江,ɒk,入,竹角,竹角,丁角,丁角,,謹孎,
卓,卓,知,ȶ,開,二,江,覺,開二江,ɒk,入,竹角,竹角,丁角,丁角,卓,高也又姓蜀有卓王孫,
桌,桌,知,ȶ,開,二,江,覺,開二江,ɒk,入,竹角,竹角,,,,古文,高也又姓蜀有卓王孫
𥢔,𥢔,知,ȶ,開,二,江,覺,開二江,ɒk,入,竹角,竹角,,,,說文曰特止也,
啄,啄,知,ȶ,開,二,江,覺,開二江,ɒk,入,竹角,竹角,丁角,丁角,,鳥啄也又丁木切,
